user,email,department,student_lat,student_lon,cluster_id,centroid_lat,centroid_lon,road_distance_km,within_distance_limit
Unknown,N/A,N/A,12.9228114,80.1273503,0,12.926564407409984,80.12797855776975,0.55,True
Unknown,N/A,N/A,12.9222942,80.1306316,0,12.926564407409984,80.12797855776975,0.791,True
Unknown,N/A,N/A,12.9312194,80.1277696,0,12.926564407409984,80.12797855776975,0.776,True
Unknown,N/A,N/A,12.931008572605666,80.12778151578307,0,12.926564407409984,80.12797855776975,0.801,True
Unknown,N/A,N/A,12.9269297,80.1326742,0,12.926564407409984,80.12797855776975,0.915,True
Unknown,N/A,N/A,12.928596366413888,80.12812781904691,0,12.926564407409984,80.12797855776975,0.364,True
Unknown,N/A,N/A,12.92265974469907,80.13065516449454,0,12.926564407409984,80.12797855776975,0.793,True
Unknown,N/A,N/A,12.928535410470866,80.12677099136106,0,12.926564407409984,80.12797855776975,0.674,True
Unknown,N/A,N/A,12.927485932955657,80.1267888968784,0,12.926564407409984,80.12797855776975,0.207,True
Unknown,N/A,N/A,12.927505756982566,80.12680043359394,0,12.926564407409984,80.12797855776975,0.22,True
Unknown,N/A,N/A,13.020782999496094,80.18373816542051,1,13.025941833641967,80.18556677650373,0.968,True
Unknown,N/A,N/A,13.023352606556577,80.18512636752202,1,13.025941833641967,80.18556677650373,0.908,True
Unknown,N/A,N/A,13.028648338933012,80.18633090536908,1,13.025941833641967,80.18556677650373,0.881,True
Unknown,N/A,N/A,13.1530674,80.0644642,2,13.152669960832437,80.06593291717209,0.167,True
Unknown,N/A,N/A,13.153204515434949,80.06326282955425,2,13.152669960832437,80.06593291717209,0.299,True
Unknown,N/A,N/A,13.1521192,80.0687898,2,13.152669960832437,80.06593291717209,0.313,True
Unknown,N/A,N/A,13.152288727894796,80.06721483913415,2,13.152669960832437,80.06593291717209,0.154,True
Unknown,N/A,N/A,13.0795704,79.9080757,3,13.077770875047634,79.90803362189904,0.361,True
Unknown,N/A,N/A,13.078729,79.9093001,3,13.077770875047634,79.90803362189904,0.302,True
Unknown,N/A,N/A,13.0795704,79.9080757,3,13.077770875047634,79.90803362189904,0.361,True
Unknown,N/A,N/A,13.083688527121769,79.90674644508483,3,13.077770875047634,79.90803362189904,0.931,True
Unknown,N/A,N/A,12.684105840077386,79.98327398279429,4,12.685218369371078,79.979653390688,0.752,True
Unknown,N/A,N/A,12.68457483788083,79.98342994198286,4,12.685218369371078,79.979653390688,0.809,True
Unknown,N/A,N/A,12.684225789205652,79.98256613232233,4,12.685218369371078,79.979653390688,0.599,True
Unknown,N/A,N/A,13.0884516,79.66647220000002,5,13.089439073832658,79.6676223613098,0.149,True
Unknown,N/A,N/A,13.0870681,79.6670506,5,13.089439073832658,79.6676223613098,0.532,True
Unknown,N/A,N/A,13.089709784833056,79.66615968626489,5,13.089439073832658,79.6676223613098,0.144,True
Unknown,N/A,N/A,13.045791290723638,80.11276677551777,6,13.045062456810781,80.1167005574224,0.803,True
Unknown,N/A,N/A,13.048030690331275,80.1202602606823,6,13.045062456810781,80.1167005574224,0.678,True
Unknown,N/A,N/A,13.045919233236422,80.11201021065501,6,13.045062456810781,80.1167005574224,0.726,True
Unknown,N/A,N/A,13.0450079,80.1156829,6,13.045062456810781,80.1167005574224,0.209,True
Unknown,N/A,N/A,13.0451258,80.1157406,6,13.045062456810781,80.1167005574224,0.2,True
Unknown,N/A,N/A,13.044306862529936,80.11947484025298,6,13.045062456810781,80.1167005574224,0.319,True
Unknown,N/A,N/A,13.043264178145764,80.12176489417038,6,13.045062456810781,80.1167005574224,0.646,True
Unknown,N/A,N/A,13.045746381131451,80.11275359392947,6,13.045062456810781,80.1167005574224,0.837,True
Unknown,N/A,N/A,13.043296,80.121761,6,13.045062456810781,80.1167005574224,0.589,True
Unknown,N/A,N/A,13.0450079,80.1156829,6,13.045062456810781,80.1167005574224,0.209,True
Unknown,N/A,N/A,13.0432999,80.1217639,6,13.045062456810781,80.1167005574224,0.589,True
Unknown,N/A,N/A,13.04657703500842,80.11180682544398,6,13.045062456810781,80.1167005574224,0.681,True
Unknown,N/A,N/A,13.04425763831775,80.1154653648466,6,13.045062456810781,80.1167005574224,0.298,True
Unknown,N/A,N/A,13.040045033854184,80.11306189178264,6,13.045062456810781,80.1167005574224,0.953,True
Unknown,N/A,N/A,13.0433052,80.121771,6,13.045062456810781,80.1167005574224,0.589,True
Unknown,N/A,N/A,13.0490093,80.1161213,6,13.045062456810781,80.1167005574224,0.861,True
Unknown,N/A,N/A,13.041293533685232,80.11394935034032,6,13.045062456810781,80.1167005574224,0.747,True
Unknown,N/A,N/A,13.0424059,80.1239659,6,13.045062456810781,80.1167005574224,0.854,True
Unknown,N/A,N/A,13.04720415650015,80.11672139708415,6,13.045062456810781,80.1167005574224,0.379,True
Unknown,N/A,N/A,13.041463493294286,80.11465112712492,6,13.045062456810781,80.1167005574224,0.654,True
Unknown,N/A,N/A,12.815132170591804,79.70535119696021,7,12.816644141286707,79.7076987878487,0.502,True
Unknown,N/A,N/A,12.814686174720244,79.7054008178604,7,12.816644141286707,79.7076987878487,0.552,True
Unknown,N/A,N/A,12.814681130889484,79.70545052168838,7,12.816644141286707,79.7076987878487,0.554,True
Unknown,N/A,N/A,12.8154065,79.7131501,7,12.816644141286707,79.7076987878487,0.995,True
Unknown,N/A,N/A,12.82100845807231,79.7041580001788,7,12.816644141286707,79.7076987878487,0.942,True
Unknown,N/A,N/A,12.815262093023474,79.70535978273155,7,12.816644141286707,79.7076987878487,0.488,True
